nome,url,cidade,nicho,telefone,whatsapp,instagram,email,tem_site_proprio,snippet
Passeio de Lancha em Ubatuba: ROTEIROS NATURAM,https://naturam.com.br/passeio-lancha-ubatuba/,Ubatuba,passeio de lancha,,,,,True,"September 23, 2022 - Estaremos na praia grande e podemos nos deslocar para onde saem os passeios. Estaremos em Ubatuba de 18 até 20/12. Obrigada Responder · Olá! Entre em contato as lanchas que indicamos na página para fazer um orçamento (Clique aqui e fale pelo WhatsApp da Lancha Amigos)."
Passeio De Lancha em Ubatuba | Passeios Mahalo,https://www.passeiosmahalo.com/,Ubatuba,passeio de lancha,+55 (12) 99775-6203,,@passeiosmahalo,passeiosmahalo@gmail.com,True,"Já imaginou em conhecer Ubatuba de um ângulo diferente a bordo de nossas lanchas Mahalo? temos diversos roteiros personalizado, temos o roteiro dos seus sonhos praias e ilhas secretas, o que significa que nossos clientes descobrirão algo novo ao fazerem um passeio nas lanchas Mahalo. Dê uma olhada no que nós oferecemos e entre em contato para fazer um passeio em uma de nossas lanchas."
Alegria Passeios de Lancha Ubatuba,https://www.alegriapasseiosdelanchaubatuba.com/,Ubatuba,passeio de lancha,,,@passeiodelanchaubatuba,,True,WhatsApp - Entre em Contato · Início: Instagram · Avaliações · WhatsApp · 12 99675 3815 · Instagram · Contato ·
Aluguel de Lancha Ubatuba - Samsara Charter,https://samsaracharter.com.br/,Ubatuba,passeio de lancha,+55 (12) 99771-8588,https://wa.me/5512997718588,@samsaracharter,,True,"April 17, 2026 - Dicas Sobre Passeios de Lancha em Ubatuba · WhatsApp +55 (12) 99771-8588 · Dicas Sobre Lanchas · A Ilha Anchieta · Sobre Nós · Contato"
Lancha Amigos Ubatuba | Aluguel de Lancha em Ubatuba,https://www.lanchaamigosubatuba.com.br/,Ubatuba,passeio de lancha,(12) 99115-3352,,@lanchaamigosuba,contato@lanchaamigosubatuba.com.br,True,"February 12, 2025 - Cada vez mais encantada com Ubatuba😍. Passeio maravilhoso com @lanchaamigosuba super recomendo! Tudo simplesmente perfeito! ... Amamos o passeio de lancha, foi tudo perfeito, com o bebê deu super certo. Obrigada 😍 em uma próxima entraremos em contato. ... Atendimento excepcional do Daniel que nos atendeu inicialmente pelo WhatsApp é só finalizou quando embarcamos."
Aluguel de Lanchas em Ubatuba - UG Ubatuba Guide,https://ubatubaguide.com.br/aluguel-lanchas-ubatuba/,Ubatuba,passeio de lancha,,,,,False,"August 3, 2021 - Contatos de empresas que operam e oferecem passeios em outros locais de Ubatuba, com roteiros diversificados. Lilian e Fábio Embarcações: Lanchas Saída: Lázaro Destinos/Serviços: Táxi Boat para as Praias: 7 Fontes, Fortaleza, Cedro do Sul, Bonete e para a Ilha Anchieta Passeios de Banana Boat, Tours Panorâmicos 10 e 12 praias de lancha Enviar WhatsApp"
Passeio de Lancha em Ubatuba | Lancha Privativa e Mergulho,https://mergulhoubatuba.com.br/,Ubatuba,passeio de lancha,(12) 99118-2384,https://wa.me/5512991182384,@atlantida_aquaturismo,,True,"March 11, 2026 - Resposta rápida • Atendimento direto pelo WhatsApp · VER DATAS DISPONIVEIS! ... 🚤✨ Explore Ubatuba com nossos passeios de lancha e mergulho autônomo. Viva uma aventura inesquecível!"
Ubatuba Tour Viagens e Turismo (@ubatubatour) - Instagram,https://www.instagram.com/ubatubatour/,Ubatuba,agência de turismo,,,@ubatubatour,,True,"3,144 Followers, 2,300 Following, 209 Posts - Ubatuba Tour Viagens e Turismo (@ubatubatour) on Instagram: ""Agência de turismo em Ubatuba SP - Brasil Contato - whatsapp 12 - 991477045 @andredinizubatuba"""
Contato - Turismo,https://turismo.ubatuba.sp.gov.br/contato/,Ubatuba,agência de turismo,(12) 3833-9007,,@ubatuba.sp.gov.br,secretariadeturismo@ubatuba.sp.gov.br,True,"Secretaria Municipal de Turismo Telefone: (12) 3833-9007 E-mail: secretariadeturismo@ubatuba.sp.gov.br Horário: Todos os dias da semana, das 8h às 17h Endereço: Avenida Iperoig, nº. 214, Centro, Ubatuba-SP, CEP 11.680-000 Centro de Informações Turísticas Telefone: (12) 3833-9007 E-mail: secretariadeturismo@ubatuba.sp.gov.br"
CAMINHOS DAS TRILHAS ecoturismo,https://www.caminhosdastrilhas.tur.br/,Ubatuba,agência de turismo,+55(12) 3832-1987,,,caminhosdastrilhas@gmail.com,True,A Agência Caminhos Das Trilhas é uma Operadorade Turismo receptiva localizada em Ubatuba litoral Norte de São Paulo.
Ubatuba Ecotur / Ubatuba-SP (@ubatubaecotur) - Instagram,https://www.instagram.com/ubatubaecotur/,Ubatuba,agência de turismo,0129910873,,@rsrc.php,,True,"️ Criamos experiências que fortalecem e despertam conexão e liberdade.🏝Trilhas e Passeios de Praias, Ilhas e Cachoeiras📲: 012991087300 WhatsApp."
Secretaria de Turismo tem novo canal de atendimento com população e ...,https://www.ubatuba.sp.gov.br/noticias/turismowpp/,Ubatuba,agência de turismo,(12) 3834-1000,,@ubatubapref,,True,"A Secretaria de Turismo de Ubatuba (Setur) iniciou o mês de fevereiro com uma novidade: a pasta agora conta com uma alternativa para o atendimento ao público, que pode entrar em contato pelo aplicativo Whatsapp pelo número 3833-9007."
Fale Conosco I Pousada Kaliman | Ubatuba,https://www.kaliman.com.br/contato-pousada-frente-mar-ubatuba,Ubatuba,pousada,+55 (12) 91000-0022,,@pousadakaliman.ubatuba,reservas.ubatuba@kaliman.com.br,True,"Entre em contato com a Pousada Kaliman Ubatuba! Tire suas dúvidas, faça reservas ou solicite informações. Teremos prazer em atender você."
Contato » Pousada Maui,https://pousadamaui.com.br/contato/,Ubatuba,pousada,(12) 99659-6056,,,contato@pousadamaui.com.br,True,"Saiba mais sobre a pousada, tarifas e reservas. Entre em contato conosco."
Marencanto Pousada • Sua Pousada em Ubatuba - SP,https://marencantopousada.com.br/,Ubatuba,pousada,(12) 3842-1746,,@marencanto,,True,"(12) 3842-1746 Marencanto Pousada É com a Marencanto Pousada que você viverá uma experiência inesquecível na famosa Praia do Lázaro, em Ubatuba, litoral norte de São Paulo. Na Marencanto Pousada a combinação da Mata Atlântica e a vista do mar proporcionam uma experiência encantadora."
Pousada Serrate Ubatuba - Bem vindo ao nosso site oficial! Aqui você ...,https://pousadaserrate.com.br/,Ubatuba,pousada,(12) 3835-3129,https://wa.me/551238353129,,pousadaserrate@gmail.com,True,"Para realizar a reserva, nós solicitamos um pré-pagamento de 50% do valor e o restante acertariam no check-in. O procedimento é realizado através de um atendimento personalizado, via whatsapp."
Contato - Pousada Chilli Brasil,https://pousadachillibrasil.com.br/contato/,Ubatuba,pousada,(12) 99746-1039,,@pousadachillibrasil,comercial@pousadachillibrasil.com.br,True,Entre em contato através do formulário abaixo e logo responderemos a sua mensagem. Com ótima localização aqui você estara proximo de varias atrações e comércios de ubatuba.
Contato - Pousada Recanto dos Amigos - Perequê Açú - Ubatuba,https://pousadarecantodosamigos.com.br/contato/,Ubatuba,pousada,(12) 99118-2778,https://wa.me/5512991182778,@pousada.recantodosamigos,recantodosamigospousada@gmail.com,True,"Entre em contato com a Pousada Recanto dos Amigos para informações, dúvidas e reservas."
Mergulho em Ubatuba e Região - demo.marines-club.com.br,https://demo.marines-club.com.br/mergulho-em-ubatuba-e-regiao,Ubatuba,mergulho,(11) 5199-5376,https://wa.me/551151995376,@mymentopro,,True,"Jul 30, 2026 · Explore as maravilhas subaquáticas de Ubatuba em um mergulho emocionante e seguro, perfeito para iniciantes. Nossas águas abrigam tartarugas, polvos, arraias e centenas de espécies de peixes coloridos."
Marines Mergulho - Mergulho em Ubatuba,https://demo.marines-club.com.br/,Ubatuba,mergulho,+55 11 5199-5376,,@mymentopro,,True,"Perguntas Frequentes Caso sua dúvida não seja respondida, estamos sempre à disposição pelo WhatsApp ou pelo nosso formulário de contato."
Atlântida Aqua-Turismo – Passeios de lancha e mergulho em Ubatuba,https://reservas.mergulhoubatuba.com.br/,Ubatuba,mergulho,+55 (12) 991182384,,@atlantida_aquaturismo,,True,"2 days ago · Descubra Ubatuba com a Atlântida Aqua-Turismo: passeios de lancha, mergulho certificado e roteiros exclusivos para uma experiência única no litoral norte."
"Contato - Omnimare - Dive Center, Turismo, Mergulho e ...",https://www.omnimare.com.br/contato/,Ubatuba,mergulho,(12) 99734-7003,,@omnimaremergulho,contato@omnimare.com.br,True,"A Omnimare é uma operadora e escola de mergulho 5 estrelas da PADI em Ubatuba, SP. Com estrutura completa incluindo pousada e agência de turismo."
Cursos de mergulho - Projeto Bióicos,https://www.bioicos.org.br/dive,Ubatuba,mergulho,(12) 99734-7003,https://wa.me/5512997347003,@projeto_bioicos,contato@omnimare.com.br,True,"Estamos no mercado desde 1990 oferecendo alegrias, diversão e aventuras inesquecíveis através do mergulho. Temos cursos de todos os níveis, saídas de mergulho e viagens."
Omnimare – Mergulho & Aventura em Ubatuba SP,https://www.omnimare.com.br/lp/,Ubatuba,mergulho,(12) 99734-7003,https://wa.me/5512997347003,,,True,Pronto para mergulhar? Preencha ao lado e um de nossos consultores entrará em contato pelo WhatsApp para montar a experiência ideal para você.
CAMINHOS DAS TRILHAS ecoturismo - CONTATO,https://www.caminhosdastrilhas.tur.br/contato,Ubatuba,trilha ecoturismo,+55(12) 3832-1987,,@gmail.com,caminhosdastrilhas@gmail.com,True,CONTATOS whatsapp +55(12) 3832-1987 Fixo +55(11) 97091-6113 Filipe Cassucci +55(11) 99616-8556 Eliete Feliz e-mail: caminhosdastrilhas@gmail.com
"Caminhos Das Trilhas Ecoturismo | Ubatuba SP - FacebookCaminhos das Trilhas - Ecoturismo em UbatubaCAMINHOS DAS TRILHAS ecoturismoPasseios de Aventura em Ubatuba - Caminhos das TrilhasAgência de Ecoturismo Trilhas Ubatuba — Ubatuba, SP | Guia ...Agência de Turismo Ubatuba Ecotur - CONTATO",https://www.facebook.com/CaminhosDasTrilhasUbatuba/,Ubatuba,trilha ecoturismo,(12) 99904-6004,,@ubatubaecotur,,False,"Com aproximadamente 1.160 metros de altitude, proporciona uma vista panorâmica espetacular do litoral norte, da Mata Atlântica preservada, das praias e das montanhas da Serra do Mar. A trilha é considerada de nível avançado, indicada para pessoas com bom condicionamento físico e que buscam desafios, aventura e contato genuíno com a natureza. Uma trilha desafiadora que revela praias secretas, natureza exuberante e paisagens de tirar o fôlego, perfeita para os amantes de aventura e contato total com o verde! Atendemos grupos de excursão em Ubatuba com nosso serviço de receptivo na cidade, com cadastro na COMTUR, organizamos seu roteiro, acesso e liberação do veiculo de Fretamento Turístico com equipe de guias credenciados. Explore Ubatuba com a Caminhos das Trilhas: trilhas, cachoeiras, praias, vivências culturais e aventuras em meio à natureza com guias experientes. Empresa · Ubatuba, SP Agência de ecoturismo em Ubatuba com trilhas na Mata Atlântica, cachoeiras e praias desertas. Celular/WhatsApp: (12) 99904-6004 -CONTATO- FACEBOOK Ubatuba Ecotur INSTAGRAM @ubatubaecotur WHATSAPP Talita (12)99206-4265 Luan (12)99108-7300"
Caminhos das Trilhas - Ecoturismo em Ubatuba,https://reservas.caminhosdastrilhas.tur.br/,Ubatuba,trilha ecoturismo,+55 (12) 3832-1987,,@caminhos_das_trilhas_ubatuba,caminhosdastrilhas@gmail.com,True,"Uma trilha desafiadora que revela praias secretas, natureza exuberante e paisagens de tirar o fôlego, perfeita para os amantes de aventura e contato total com o verde!"
Passeios de Aventura em Ubatuba - Caminhos das Trilhas,https://reservas.caminhosdastrilhas.tur.br/contato,Ubatuba,trilha ecoturismo,+55 (11) 970916113,,@caminhos_das_trilhas_ubatuba,caminhosdastrilhas@gmail.com,True,"Explore Ubatuba com a Caminhos das Trilhas: trilhas, cachoeiras, praias, vivências culturais e aventuras em meio à natureza com guias experientes."
Agência de Turismo Ubatuba Ecotur - CONTATO,https://ubatubaecotur.com.br/contato,Ubatuba,trilha ecoturismo,(12)99206-4265,,@ubatubaecotur,,False,-CONTATO- FACEBOOK Ubatuba Ecotur INSTAGRAM @ubatubaecotur WHATSAPP Talita (12)99206-4265 Luan (12)99108-7300
Marina Barra Seca - Ubatuba,https://marinabarraseca.com.br/alugar_barco.php,Ubatuba,aluguel de barco,(12) 3833-5116,,@marinabarraseca.com.br,marinabarraseca@marinabarraseca.com.br,True,"Aluguel de Embarcação - 18 a 30 pés :: Atendimento :: Rua João Ferreira da Silva, 200 Praia Barra Seca - Ubatuba - SP (12) 3833-5116 - WhatsApp (12) 99108-0280 Email: marinabarraseca@marinabarraseca.com.br C&G Soluções Web"
Contato - Samsara Charter,https://samsaracharter.com.br/contato/,Ubatuba,aluguel de barco,(12) 99771-8588,,@samsaracharter,samsaracharter@uol.com.br,True,"Dados para contato com a Samsara Charter. Caso tenha dúvidas, queira fazer um orçamento ou reserva, fale com a Zeli."
Aluguel De Barco Em Ubatuba - Maré Alta Charter Náutico,https://marealtacharter.com.br/portfolio-item/locacao-barco-ubatuba/,Ubatuba,aluguel de barco,,,,,True,"Contando com uma central que presta atendimentos através de diversos canais (telefone, WhatsApp, e-mail e formulário de reservas online), a equipe está disponível em período integral para oferecer todo o suporte, esclarecimento de dúvidas e outros auxílios de que os clientes possam necessitar."
Aluguel de Barco em Ubatuba - naveguetemporada.com,https://naveguetemporada.com/aluguel-de-barco/ubatuba/,Ubatuba,aluguel de barco,+55 21 98814-3597,https://wa.me/5521988143597,@naveguetemporada,contato@naveguetemporada.com.br,True,Descubra como funciona o aluguel de barco em Ubatuba e como entrar em contato com a Navegue Temporada para fazer a sua reserva.
Ubatuba - Marina Barra Seca,https://marinabarraseca.com.br/embarcacoes.php,Ubatuba,aluguel de barco,(12) 3833-5116,,@marinabarraseca.com.br.,marinabarraseca@marinabarraseca.com.br,True,"Aluguel de Embarcações. :: Atendimento :: Rua João Ferreira da Silva, 200 Praia Barra Seca - Ubatuba - SP(12) 3833-5116 - WhatsApp (12) 99108-0280Email: marinabarraseca@marinabarraseca.com.br. Copyright 2007-2015 :: Marina Barra Seca ::: Desenvolvimento: C&G Soluções Web."
Passeios de Lancha - Ubatuba Boat | Ubatuba SP - Facebook,https://www.facebook.com/passeiodebarcoubatubaboat/,Ubatuba,passeio de barco,,,,,False,Já pensou juntar sua família ou seus melhores amigos para um passeio fantástico pelas praias mais belas de Ubatuba? Consulte nossos roteiros (álbuns em fotos) e disponibilidade através do Whatsapp (11) 98842.0962
UBABOATS - Passeio de Lancha e Dicas em Ubatuba | 11 98084-0017 ...,https://www.instagram.com/p/DclPpevpxFy/,Ubatuba,passeio de barco,(11) 94723-6865,,@rsrc.php,,True,"Ubatuba te espera com o melhor passeio de lancha! 🚤 Aproveite o veranico: dias de sol, mar calmo e aquele visual surreal que vale cada centavo. Mais de 2.000 famílias já confiaram na nossa experiência!👇 Siga nosso perfil e chame no WhatsApp (11) 94723-6865 para garantir sua vaga."
Costa Verde Boat Tours - Passeios de Barco em Ubatuba,https://costaverdeubatuba.com.br/,Ubatuba,passeio de barco,12 99200-7126,https://wa.me/5512992007126,@costaverdeubatuba,jirorafael811@gmail.com,True,"Oferecemos passeios privativos de lancha sob medida para você e sua família ou amigos. Explore as praias mais deslumbrantes e as ilhas escondidas de Ubatuba, conhecendo lugares exclusivos que só nós podemos levar você."
Passeios de Escuna e Lancha | Ubatuba (@ubatubapasseio) - Instagram,https://www.instagram.com/ubatubapasseio/,Ubatuba,passeio de barco,(12) 99194-8208,,@ubatubapasseio,,True,"375K Followers, 95 Following, 3,408 Posts - Passeios de Escuna e Lancha | Ubatuba (@ubatubapasseio) on Instagram: "" Passeios de Escuna e Lancha em Ubatuba (12) 99194-8208 | Felipe ⭐ Saídas diárias | Reserve pelo WhatsApp """
Fale Conosco | Verdes Mares Passeios de Lancha,https://verdesmaresubatuba.com.br/fale-conosco/,Ubatuba,passeio de barco,,,,,True,"Fale conosco e agende seu passeio de lancha em Ubatuba com a Verdes Mares! Atendimento rápido, praias paradisíacas e experiências inesquecíveis no mar."
Aulas de Surf em Ubatuba - Surf Ubatuba,https://surfubatuba.com.br/,Ubatuba,surf escola,,,@kaue.surfubatuba,,True,Uma nova forma de melhorar sua qualidade de vida e diminuir o seu estresse. CHAMAR NO WHATSAPP. Como funcionam as aulas? As aulas são realizadas na Praia Grande ou no Perequê Açu em Ubatuba-SP com duração de 1 hora.
Escola de Surf Ondas da Vida — Ubatuba,https://www.escoladesurfubatuba.com.br/,Ubatuba,surf escola,,https://wa.me/5512988842734,,,True,Escola de Surf Ondas da Vida — Ubatuba.
Escola de Surf DanBoard (@escoladesurfdanboard) - Instagram,https://www.instagram.com/escoladesurfdanboard/,Ubatuba,surf escola,0129974300,,@escoladesurfdanboard,,True,"2,420 Followers, 7,273 Following, 565 Posts - Escola de Surf DanBoard (@escoladesurfdanboard) on Instagram: ""Prof de Educação Física e Técnico de Surf pós graduado Aulas ministradas nas praias Caraguatatuba e Ubatuba WhatsApp 012997430065"""
teste - Surf Ubatuba,https://surfubatuba.com.br/aulas-de-surf-em-ubatuba/,Ubatuba,surf escola,,,@kaue.surfubatuba,,True,"A Surfuncional é uma escola de surf em Ubatuba, com aulas individuais e Surf Trips do iniciante ao intermediário. Tenha momentos inesquecíveis."
Aloha Surf Escola Ubatuba | Ubatuba SP - Facebook,https://www.facebook.com/100064047459150/,Ubatuba,surf escola,12 981413006,,,,False,"Agende a sua aula de surf no WhatsApp 12 981413006. Com os profissionais de Ed. Física Renan e Rodrigo. Professores com muita experiência no ensino do Surf, que oferecem uma metodologia única que fará você ter as bases necessárias desse esporte contagiante!"
Aulas de Surf em Ubatuba - Escola de Surf,https://surfschool.com.br/,Ubatuba,surf escola,,,,,True,"Na nossa escola de surf, você não apenas aprende a surfar, mas também cria os primeiros laços com outros apaixonados pelo esporte. A riqueza do surf está nas conexões que você forma, tornando o aprendizado mais leve e divertido enquanto socializa com amigos que compartilham da mesma paixão."
Telefone Ubatuba Surf - Centro - Ubatuba - Academias - Escolinhas ...,https://colegiosecursos.com.br/sp/ubatuba-surf-centro-ubatuba-academias-escolinhas-clubs-2423383,Ubatuba,surf escola,(12) 38321512,,,,True,"Se você quiser saber mais informações sobre horário de funcionamento, preços, além formas de pagamento (como cartão de crédito ou pix), a empresa está disponível para contato pelo telefone ou WhatsApp (12) 38321512."
Contato - Agende sua Aula de Surf em Ubatuba,https://surfpointubatuba.com.br/contato/,Ubatuba,surf escola,+55 12 99778-1768,https://wa.me/5512997781768,@toninhassurfpoint,,True,"Entre em contato conosco e para agendar suas aulas e conhecer nossa metodologia. Montamos pacotes de aulas personalizados, aulas em grupo com descontos especiais!"
Transfer Ubatuba - linaturismo.com.br,http://www.linaturismo.com.br/transfer-e-traslado/litoral/transfer-ubatuba,Ubatuba,transfer turístico,+55 11 95897-9692,,,,True,"Ubatuba é um dos destinos mais encantadores do litoral norte de São Paulo, repleto de praias paradisíacas, ilhas exuberantes e uma natureza preservada que encanta qualquer viajante. Se você está planejando conhecer esse paraíso, sua viagem merece começar da melhor forma: com um transfer profissional que garanta segurança, pontualidade e conforto desde a saída até a chegada."
Setur tem novo canal de atendimento com população e trade turístico,https://www.ubatuba.sp.gov.br/noticias/whatsturismo/,Ubatuba,transfer turístico,(12) 3833-9007,,@ubatubapref,,True,"A Secretaria de Turismo de Ubatuba (Setur) passa a contar com atendimento via WhatsApp pelo número (12) 3833-9007, ampliando seus canais de comunicação com a população. A medida busca facilitar o acesso a informações, agilizar o atendimento e fortalecer o vínculo entre os cidadãos e os serviços disponibilizados pela pasta."
Setur de Ubatuba lança atendimento via WhatsApp,https://jornalagoralitoralnorte.com.br/setur-ubatuba-atendimento-whatsapp-turismo/,Ubatuba,transfer turístico,(12) 3833-9007,,,,True,"Setur amplia canais de atendimento ao público e ao trade turístico em Ubatuba A Secretaria de Turismo de Ubatuba passou a disponibilizar atendimento via WhatsApp pelo número (12) 3833-9007, com o objetivo de ampliar a comunicação com moradores, visitantes e empresas do setor turístico. A iniciativa foi anunciada nesta segunda-feira (13) e, segundo a pasta, busca facilitar o acesso a ..."
Ubatuba amplia atendimento ao turismo com canal de WhatsApp da Setur,https://www.agoralitoralnorte.com.br/post/66580/ubatuba-amplia-atendimento-ao-turismo-com-canal-de-whatsapp-da-setur,Ubatuba,transfer turístico,(12) 3833-9007,,@AgoraLitoralNorte,,True,"Setur amplia canais de atendimento ao público e ao trade turístico em Ubatuba A Secretaria de Turismo de Ubatuba passou a disponibilizar atendimento via WhatsApp pelo número (12) 3833-9007, com o objetivo de ampliar a comunicação com moradores, visitantes e empresas do setor turístico."
COMTUR - Companhia Municipal de Turismo de Ubatuba,https://comturubatuba.com.br/,Ubatuba,transfer turístico,,,@comtur_ubatuba,turismo@comturubatuba.com.br,True,"A circulação e o estacionamento de veículos de fretamento em vias públicas do município de Ubatuba está estritamente proibida, conforme a Lei Complementar nº 26/2022, excetuando-se o acesso para embarque e desembarque. O descumprimento poderá ocasionar em multa de R$ 6.400,00 corrigidos anualmente pelo IGPM-FGV,ou índice que puder substituir para a empresa de fretamento."
Contato - COMTUR - comturubatuba.com.br,https://comturubatuba.com.br/contato/,Ubatuba,transfer turístico,(12) 3833-7006,,@comturubatuba.com.br,turismo@comturubatuba.com.br,True,"Contato e Suporte Precisa de Ajuda ou tem dúvidas? Entre em contato conosco preenchendo o formulário abaixo, ou: turismo@comturubatuba.com.br (12) 3833-7006, (12) 3199-1378 ou (12) 3199-1379 e-SIC (Pedidos de Informação Pública) - Acesse: Serviço de Informação ao Cidadão da Prefeitura de Ubatuba"
KAIMARES TURISMO — transporte turístico — Ubatuba/SP,https://www.supertur.com.br/empresa/kaimares-turismo-ltda-ubatuba-sp,Ubatuba,transfer turístico,,,,,True,"Transportadora Turística em Ubatuba/SP · registro Cadastur vigente, conferido na base do Ministério do Turismo · telefone do cadastro público."
Atendimento Comercial e Turístico - UG Ubatuba Guide,https://ubatubaguide.com.br/contato/,Ubatuba,transfer turístico,,,,,False,Contatos comerciais e atendimento público com dicas e orientações turísticas de Ubatuba.
Passeios de lancha em São Sebastião e Ilhabela | São Sebá Tur,https://saosebatur.com.br/,São Sebastião,passeio de lancha,,https://wa.me/5512982522850,@saoseba.tur,contato@saosebatur.com.br,True,"Descubra os encantos do canal de São Sebastião e Ilhabela com nossos passeios de lancha. Oferecemos roteiros incríveis, avistamento de baleias e lanchas equipadas para sua comodidade. Venha viver uma experiência única em alto-mar!"
Passeios de lancha em São Sebastião e Ilhabela | São Sebá Tur,https://saosebatur.com.br/lanchas,São Sebastião,passeio de lancha,,https://wa.me/5512982522850,@saoseba.tur,contato@saosebatur.com.br,True,"Explore as belezas do Canal de São Sebastião e Ilhabela com nossos passeios de lancha. Oferecemos experiências inesquecíveis, avistamento de baleias e roteiros incríveis."
alugominhalancha.com.br,https://alugominhalancha.com.br/,São Sebastião,passeio de lancha,,https://wa.me/11981818179,,,True,"Reserve sua lancha em São Sebastião e Ilhabela através do Whatsapp de forma simples e rápida. RESERVE AGORA. Navegue com Estilo. Descubra o prazer de navegar com a NX 340 Sport Coupé, uma lancha sofisticada e confortável, perfeita para explorar as águas cristalinas de São Sebastiãoe Ilhabela."
"Aluguel de Lanchas e Barcos para Passeio, Pesca e Mergulho",https://www.facebook.com/alugueldelanchasaosebatur/,São Sebastião,passeio de lancha,12)982522850,,,,False,"Aluguel de Lanchas (chaters), Barcos para pesca esportiva em alto mar e passeios, Escunas, em São Sebastião e Região. Whatsapp: (012)982522850. Que tal antes de chegar em Castelhanos, dar aquela parada em Eustáquio ?"
Passeios de Lancha em Grupo em São Sebastião,https://wavehunter.com.br/passeios-compartilhados,São Sebastião,passeio de lancha,+55 (11) 994799800,,@wavehunter25,,True,Descubra praias incríveis em passeios compartilhados de lancha. Experiência completa com ótimo custo-benefício.
Contato - Green Way,https://www.greenway.com.br/contato/,São Sebastião,passeio de lancha,(12) 997671965,,@greenwaybrasil,greenwaybrasil@hotmail.com,True,"Localização Ficamos no canto direito da Praia de Juquehy. Nossa tenda azul fica na praia na frente da rampa da Rua Margarida. Endereço: Rua Judith, 39. Juquehy, São Sebastião, SP."
"Agenor Passeios de Lancha em São Sebastião, SP - Solutudo",https://www.solutudo.com.br/empresas/sp/s-sebastiao/transporte-turismo-aquaviario/agenor-passeios-de-lancha-430740,São Sebastião,passeio de lancha,(12) 98223-4450,https://wa.me/5512982234450,@solutudobrasil,,True,"A empresa Agenor Passeios de Lancha do segmento de Transporte - Turismo Aquaviário está localizada em São Sebastião, SP. Entre em contato pelo WhatsApp ou veja outros contatos como telefone logo acima."
Turismo São Sebastião - SP | São Sebastião SP - Facebook,https://www.facebook.com/TurismoSaoSebastiao/,São Sebastião,agência de turismo,,,,,False,"Turismo São Sebastião - SP, São Sebastião. 76,523 likes · 365 talking about this · 180 were here. Praias maravilhosas, natureza exuberante, gente animada..."
Contato - São Sebastião,https://www.turismosaosebastiao.com.br/entre-em-contato,São Sebastião,agência de turismo,(12) 3892-2620,,@turismosaosebastiao,turismo.setur@saosebastiao.sp.gov.br,True,Envie sua mensagem e entraremos em contato.
Turismo São Sebastião,https://www.turismosaosebastiao.com.br/,São Sebastião,agência de turismo,(12) 3892-2620,,@turismosaosebastiao,,True,Fale com a Secretaria de Turismo. (12) 3892-2620. em São Sebastião . Descubra a cidade e encante-se com sua beleza natural e histórica .
PMSS - Prefeitura Municipal de São Sebastião,https://www.saosebastiao.sp.gov.br/setur.asp,São Sebastião,agência de turismo,(12) 3892-2620,,@saosebastiao.sp.gov.br.,turismo.setur@saosebastiao.sp.gov.br,True,"Endereço: Rua Expedicionários Brasileiros, 181 - Centro. Telefone: (12) 3892-2620. E-mail: turismo.setur@saosebastiao.sp.gov.br. Horário de Atendimento: 09h às 17h."
"Agencia De Turismo em São Sebastião, SP - AppLocal",https://applocal.com.br/empresas/agencia-de-turismo/sao-sebastiao/sp,São Sebastião,agência de turismo,,,,,False,"Localize aqui mais de 40 empresas de Agencia De Turismo em São Sebastião, SP. Veja WhatsApp, Telefones, Endereços, Como Chegar e muito mais. Acesse agora no AppLocal."
Descubra o melhor de São Sebastião | São Sebastião Turismo,https://www.saosebaturismo.com.br/,São Sebastião,agência de turismo,,https://wa.me/5519994899824,,,True,"Natureza, cultura e experiências na costa norte de São Paulo. Explore praias, alimentação, hospedagem, serviços e eventos em um só lugar."
Compare agências de viagens e turismo em São Sebastião - SP e fale por ...,https://www.listamais.com.br/categoria/Bf7D-1848/agencias-de-viagens-e-turismo-em-sao-sebastiao-sp,São Sebastião,agência de turismo,1238652545,,,atendimento@listamais.com.br,True,"Esta página reúne uma seleção de agências de viagens e turismo em São Sebastião - SP para facilitar sua pesquisa. Você pode comparar diferentes empresas com base em informações como endereço, telefone, WhatsApp, fotos, avaliações de clientes e solicitar orçamentos diretamente."
"Pousada em São Sebastião, SP | Entre em contato | Chez Louise ...",https://www.louiselouis.com.br/contato,São Sebastião,pousada,+55 (12) 3863-2825,,@louiselouis.com.br,pousada@louiselouis.com.br,True,"ENTRE EM CONTATO: Av. Mãe Bernarda, 1563 - Juquehy São Sebastião, SP - Brasil Telefone: +55 (12) 3863-2825 WhatsApp: +55 12 99613-1210 Email: pousada@louiselouis.com.br"
"Contato | Hotel Pousada Garoupas em São Sebastião, SP",https://www.pousadagaroupas.com.br/contato,São Sebastião,pousada,+55 12 3892-2763,,@pousada_garoupas,meuemail@email.com.br,True,"Entre em contato com o Hotel Pousada Garoupas para dúvidas ou reservas em São Sebastião, SP. Telefone, WhatsApp e formulário disponíveis."
Contatos | Pousada Casarão | São Sebastião,https://www.casaraopousada.com.br/contatos,São Sebastião,pousada,(12) 3865-1690,,@pousada_casarao,casarao.pousada@gmail.com,True,Entre em contato com a Pousada Casarão para reservas ou dúvidas. Utilize nosso formulário ou WhatsApp para atendimento rápido.
